post_id,person,username,account_type,caption,date,label
10,Alexandria Ocasio-Cortez.,aoc,politician,On the jumbotron to boot! @wander_luster,9/8/2015,0
11,Alexandria Ocasio-Cortez.,aoc,politician,"BOOM. In @wnyc & @bberginradio’s final piece on the Queens Machine, we find the Queens Dem party is awash in Trump’s circle of real estate funds - and that for the 1st time in 14 years, he will face a challenger: @Ocasio2018. Listen now. Link in bio.",11/2/2017,1
12,Alexandria Ocasio-Cortez.,aoc,politician,"Art has the power to inspire, ask questions, and move our spirits. That is why art fuels revolutions✊🏻✊🏽✊🏿 Thank you @politiface for honoring me with your work. #ocasio2018",12/7/2017,1
13,Alexandria Ocasio-Cortez.,aoc,politician,"2018 is finally here. For the next six months, we must work non-stop on this campaign.
.
Join us by making calls to Bronx and Queens voters this weekend. You can do it from anywhere, or even host a few friends and make it a party. RSVP now - link in bio. 📸: @josealvarado",1/8/2018,1
14,Alexandria Ocasio-Cortez.,aoc,politician,"Each day our movement grows a little bigger. We get a little louder. We dare to love more. The scale of our dream spills over our expectations and we realize how powerful we are.
.
We are mothers and fathers, brothers and sisters; small business owners and workers, teachers and nurses. The machine would call us political amateurs - but we are changing our world.
📸: @josealvarado",2/8/2018,1
15,Alexandria Ocasio-Cortez.,aoc,politician,"Growing up, I never saw women like me in positions of power - and that’s if I ever saw women in positions of power at all. I’m trying to be the person I needed growing up.
.
It was such an honor to speak at @holatrenza’s La Futura event with @the.wing and get very real about our history and culture, from our African and Indigenous identity to our embrace of gender across the spectrum in the movement forward.",3/9/2018,1
16,Alexandria Ocasio-Cortez.,aoc,politician,"Campaigns boil down to conversations. Thousands and thousands of them: with voters, supporters, activists, policy experts, and even those on the other side.
.
Everything revolves around supporting the effort to properly and ethically represent our community. Every time our volunteers are talking to people and touching hearts + minds is when we’re winning. 📸: @surajpatelnyc",3/31/2018,1
17,Alexandria Ocasio-Cortez.,aoc,politician,"Oh SNAP! That moment when you’re scrolling through Facebook and suddenly see our campaign covered by @ajplus!
.
Check it out - this is why you got to show up and believe, people! Our movement is gaining national attention because of everyone putting in the WORK 💪🏽💜",4/8/2018,1
18,Alexandria Ocasio-Cortez.,aoc,politician,"We were working on the lemonade & friendship bracelet pitch 😉🍹
.
Taken during the Moore-Jackson Cemetery cleanup in Woodeside, NY.",5/6/2018,1
19,Alexandria Ocasio-Cortez.,aoc,politician,"“The best thing we could do is work as hard as we can for what is right and what is good.”
.
It was an honor to share this conversation with @kerrywashington, who grew up in the Bronx/NY-14. Her grandmother lived just a few blocks from where I do now. You can find it up on @interviewmag.
.
📸 Photos by: @gigilaub",9/6/2018,1
20,Alexandria Ocasio-Cortez.,aoc,politician,"Words will never be enough to express my gratitude. Thank you to the people of the Bronx and Queens for choosing to make history and sending me to Congress. Thank to every organizer, supporter, and small-dollar donor who made this happen.",11/7/2018,1
1,Pete Buttigieg,pete.buttigieg,politician,"""Mangonada"" at La Rosita on the West Side - so good",5/2/2015,0
2,Pete Buttigieg,pete.buttigieg,politician,@birdsarentreal government official let’s video of test drone slip into the public eye,5/19/2015,0
3,Pete Buttigieg,pete.buttigieg,politician,County fair,7/11/2015,0
4,Pete Buttigieg,pete.buttigieg,politician,Blues and ribs,7/25/2015,0
5,Pete Buttigieg,pete.buttigieg,politician,#SouthBend wedding complete with River Lights,8/29/2015,0
6,Pete Buttigieg,pete.buttigieg,politician,campaign office ready for Halloween,10/13/2015,0
7,Pete Buttigieg,pete.buttigieg,politician,#door tidier,11/1/2015,0
8,Pete Buttigieg,pete.buttigieg,politician,Early start,11/17/2015,0
9,Pete Buttigieg,pete.buttigieg,politician,#sofarsogood,11/14/2015,0
10,Pete Buttigieg,pete.buttigieg,politician,#capitoltree,11/16/2015,0
11,Pete Buttigieg,pete.buttigieg,politician,Looking good @dtsouthbend,11/30/2017,1
12,Pete Buttigieg,pete.buttigieg,politician,Nice @dtsouthbend Christmas kickoff tonight!,12/1/2017,1
13,Pete Buttigieg,pete.buttigieg,politician,Snowy #mySouthBend today,12/7/2017,1
14,Pete Buttigieg,pete.buttigieg,politician,Is food photography eligible for the #mysouthbend project? These Brussels sprouts are profound,1/6/2018,1
15,Pete Buttigieg,pete.buttigieg,politician,So proud of our young leaders today #marchforourlives,3/24/2018,1
16,Pete Buttigieg,pete.buttigieg,politician,Better late than never! #spring,4/29/2018,1
17,Pete Buttigieg,pete.buttigieg,politician,Stepping off!,5/28/2018,1
18,Pete Buttigieg,pete.buttigieg,politician,A pleasure to celebrate @bakerandrose official opening. Another great stop on the growing South Bend dining scene!,7/25/2018,1
19,Pete Buttigieg,pete.buttigieg,politician,Definitely an October morning in South Bend,10/17/2018,1
20,Pete Buttigieg,pete.buttigieg,politician,South Bend dining—every week the scene grows!,11/14/2018,1
1,Anna Paulina Luna,realannapaulina,politician,The #barn was so pretty this morning!!!! #ridinglessons 🐴 #equestrian #englishriding #godscountry,11/3/2014,0
2,Anna Paulina Luna,realannapaulina,politician,G since 93'. 👢#pony #cowgirl . #thanksmom #lol #transformationtuesday,12/2/2014,0
3,Anna Paulina Luna,realannapaulina,politician,Stables today 🐴 #solitude #happyplace #trees,1/28/2015,0
4,Anna Paulina Luna,realannapaulina,politician,Shoot for theknot.com,2/18/2015,0
5,Anna Paulina Luna,realannapaulina,politician,Modeling 2015 spring collection for #JudithMarch 🌟 now available at shopdejavu.com #dejavu #burbonandboweties #seaside #ootd #bohochic #lovethefringe #boho,3/6/2015,0
6,Anna Paulina Luna,realannapaulina,politician,Happy #Easter to all my friends past and present and everyone deployed. Miss you all!! ... The greatest display of #love ever. ❤️,4/5/2015,0
7,Anna Paulina Luna,realannapaulina,politician,Great State of Alabama🏈 #roadtrip #gypsysoul #rolltide #rainerarms,6/26/2015,0
8,Anna Paulina Luna,realannapaulina,politician,I had a hot date tonight and God gave us a Watercolor sky 🌴☺️❤️ #sailboat #oceanview,9/18/2015,0
9,Anna Paulina Luna,realannapaulina,politician,Getting ready to ping pang walla walla bing bang some steel targets #9mm #glock17 #pewpewpew,10/5/2015,0
10,Anna Paulina Luna,realannapaulina,politician, found a field of these little guys 😊#wildflowers #nature,10/19/2015,0
11,Anna Paulina Luna,realannapaulina,politician,Rebel Scum. 🇺🇸,11/11/2017,1
12,Anna Paulina Luna,realannapaulina,politician,The cold is not for the faint of heart. ⛄️I got tired of indoor ranges. I’d rather be outdoors than stuck in a stall where I can’t pull from my holster. ❄️🔥❄️⠀⠀⠀,2/17/2018,1
13,Anna Paulina Luna,realannapaulina,politician,My Monster. 😈🖤🏍 PS. Any opinions on the BMW G310 GS?! Looking at doing an adventure ride this summer. ☀️PPs don’t be a turd and ride without your helmet. I have seen too many motorcycle related accidents in the ER and when they weren’t wearing helmets it was fatal👊🏻. #mororcycle #ducati #ducatimonster #ducatipeople #alpinestars #alpinestar,3/12/2018,1
14,Anna Paulina Luna,realannapaulina,politician,"From the time we are children, women are taught to like the color pink, be submissive, and are given toys like play kitchens and barbie dolls. ⠀⠀⠀⠀⠀⠀⠀⠀⠀
As we get older we are taught that if boys are mean to us, if they pull our hair, it is okay because they “like” us. ⠀⠀⠀⠀⠀⠀⠀⠀⠀
When we grow even older, we are taught about the chase, and how we should not be forward with men we like in fear that it will leave us too exposed and they will become less interested. Is there not irony in this? ⠀⠀⠀⠀⠀⠀⠀⠀⠀
You know what my dad taught me? If a “boy” is mean to you and pulls your hair, knock him out. He bought me things that challenged me and taught me to be able to stand on my own and protect myself. And the most important thing he taught me is to ALWAYS be honest with someone I love and if they loose interest, they weren’t the right one. ⠀⠀⠀⠀⠀⠀⠀⠀⠀
The BEST thing you can do for your daughter is to show her to be independent. It’s rare that I come across such women, but it’s okay, because those that I do meet, I empower. ⠀⠀⠀⠀⠀⠀⠀⠀⠀
Don’t EVER let yourself be treated less you deserve and ALWAYS know how to protect yourself. It’s your right. Not all people are good. @performancectr
#1911 #proseries #performancecenter #smithandwesson #justgirlythings #2A",3/26/2018,1
15,Anna Paulina Luna,realannapaulina,politician,Decided to go back to my natural color. 🖤 I also layer (cut) my own hair 😊. #lowmaintenance #blackhair #navajo #german #latina #navajonation,5/12/2018,1
16,Anna Paulina Luna,realannapaulina,politician,Workout time. 🕷,7/25/2018,1
17,Anna Paulina Luna,realannapaulina,politician,😌😴💤,8/18/2018,1
18,Anna Paulina Luna,realannapaulina,politician,"Two weeks ago I was slotted to leave to medical school. I had my flight & my bags packed. The day before I was due to take off, @turningpointusa offered me a position. I spent that entire 24 hours thinking about everything, to include what is happening in our Nation.
With the support of my family & friends, and a select few who I highly value and respect not only as friends but as professionals (Dr. Epstein from GSMSG), I decided to stay.
To my surprise my admissions counselor at the medical school told me that this was the opportunity of a lifetime & that I would hands down be helping many people by taking this position and the door to their school would always be open to me. 🕊

I have not ruled out medicine. In fact, I still intend on some point going back to school as education & learning has no age limit. However, when I took my oath to serve my country, I meant what I said.
I know there will be a few of you who will not be able to understand why I have made this decision. That’s fine. I’ll put it simply: I love this country & I am a patriot. I love everything our constitution and our Founding Father’s stand for.
Sometimes, for the greater good of our Nation, we are called to make sacrifice & I know that I am not the only one who has been called to do this. In fact, there have been many in the movement right now who have done similar things whether it has been graduate programs, college, etc.
It is with great honor that I will be joining the #TPUSA family as the Director of #Hispanic Engagement, and not only continuing service to my country, but be given the opportunity to work with some brilliant minds who love this country just as much as I do.
Thank you to everyone for your support. If there is one thing this has shown me is courage.
Courage to stand up for what is right, to take a chance, and to fight for what you believe in. Remember: evil triumphs when good men do nothing.
#latinoawakening",9/5/2018,1
19,Anna Paulina Luna,realannapaulina,politician,"How to defend yourself against sexual assault and men who beat women. 🕷Wearing @viktosbrand gloves!
Ps Jacket from @beyond.clothing (made in AMERICA). #beyond #beyondclothing #rebelscum #leupoldoptics #gunsdaily #seekinsprecision #theresistance",9/23/2018,1
20,Anna Paulina Luna,realannapaulina,politician,"Blending with the locals in my rendition of a sombrero. 😂🌶🤫 Congratulations and Happy SHEIN @sheinofficial 10th Anniversary!
I’ll be wearing this on repeat all throughout Fall.
SHEIN is now having super sales to show love for you ladies!
Link to items in my bio.
Search ID: 228196 & 364347
Extra 15% Off coupon: 10TH35 . #ootd #sheingals #sheinofficial #SHEIN10thANNIVERSARY#SHEIN",10/14/2018,1
1,Cory Booker,corybooker,politician,About to join the stage with Donald Norcross in Cherry Hill!,11/4/2014,0
2,Cory Booker,corybooker,politician,"I'm in a very good subcommittee meeting on ""passenger rail: investing in our nation's future."" We must invest in infrastructure.",12/10/2014,0
3,Cory Booker,corybooker,politician,Moon rising at The Capitol ending a good day and a new beginning for the 114th Congress. #Hope,1/6/2015,0
4,Cory Booker,corybooker,politician,Great vegan smoothies this morning with these ingredients plus some protein powder. #SoooooGood #GreatStar,2/11/2015,0
5,Cory Booker,corybooker,politician,Deliriously Delicious Vegan Ice Cream @dfmavens,3/14/2015,0
6,Cory Booker,corybooker,politician,"Today we announced the building of a new park in Passaic with city leadership, local educators, community leaders, Kaboom!, The Today Show and lots of amazing kids.",3/16/2015,0
7,Cory Booker,corybooker,politician,"I love New Jersey but it was good to visit my alma mater Stanford University today. I owe much to ""The Farm"". Went on an early morning hike at the dish. #GreatMemories",4/2/2015,0
8,Cory Booker,corybooker,politician,Last night I took a late walk along The Mall. I took this by the Vietnam Memorial. We must continue to honor our veterans by investing in their health and wellbeing.,6/25/2015,0
9,Cory Booker,corybooker,politician,Mail from kids is always the best. I love encouragement to keep eating healthy. #health #fitness #food,8/4/2015,0
10,Cory Booker,corybooker,politician,"In a partnership with the Department of Defense, NJIT is doing important research on head injuries and brain damage. Their research is already yielding valuable recommendations that are helping to protect our troops. Their work also has great potential to help protect athletes at all levels. It is great to see our NJ universities leading in areas of critical research that can so improve our safety and quality of life.",9/1/2015,0
11,Cory Booker,corybooker,politician,"Proud to be in Camden, New Jersey with a rally for Tuesday’s election. Let’s get out and vote. As they all yelled, “Victory!",11/3/2017,1
12,Cory Booker,corybooker,politician,"I would like you to meet a DREAMer who was fearful of going public but still wanted to share her story with all of you: “I was born in India and moved to the US when I was 9. I grew up in Jersey City and I've been here all my life. I studied at a public grammar school and then High School in Jersey City. All I really know about life is life in NJ.
From day one of my DACA experience, I told myself I had to remember that although this is a relief, it is temporary, that I would have to live my life in two year intervals, achieve as much as possible within those two years, and prepare for whatever might happen next.
Never in a million years would I have thought that a possible end to this life-changing opportunity would come so quickly, in just 5 years. But these 5 years have been like no other. They have been my American Dream come true, even though I haven’t achieved even a glimpse of what I plan to do. They have been the most amazing 5 years of my life because I felt like an American.
I felt like I truly belonged. I felt welcomed and I felt like I was able to dream for the first time in my life.” Read more of her story. Link in bio.
#Dreamers #DreamActNow",12/21/2017,1
13,Cory Booker,corybooker,politician,"When ignorance and bigotry are allied with power, it’s a dangerous force in our country.⠀
⠀
To not stand up to this; to be silent— is to be a part of the problem.",1/16/2018,1
14,Cory Booker,corybooker,politician,Met some incredible people supporting the reelection of @senatorbaldwin at her campaign's Milwaukee headquarters opening this weekend. Tammy is a tireless fighter for families in Wisconsin whose leadership we need in the Senate -- I hope you'll consider giving a small contribution to her campaign: TammyBaldwin.com/Donate,3/4/2018,1
15,Cory Booker,corybooker,politician,"Call me a geek. But the first time I heard Yoda’s quote: “Fear is the path to the dark side. Fear leads to anger. Anger leads to hate. Hate leads to suffering.” It spoke to me (though I think anger is a productive emotion but that is another post). The leaders I admire are ones who call to our courage,; who call us to hope; and to our common aspirations and that call us to kindness.
I worry about those who nurture fears; who prey on our fears and darker angels.
From Gandhi to Martin Luther King, my office has pictures of people who called on us to confront fear and be apostles of faith, hope and love.
And perhaps a leadership trait that I admire most are those who challenge us to look within - to understand that “we are the leaders we have been looking for.” Those who challenge us to cultivate and unleash our best selves, our fearless selves onto the world.
There is a quote I love, that most of you probably know, it is often misattributed to Nelson Mandela (somehow that mistake is almost understandable). I end this Sunday evening by sharing it with you for a re-read.
May we all be better agents or apostles of light and not darkness; hope and not despair; healing and not hurt; of elevating human dignity not denigrating human hearts; and may we better be champions of faith not fear. . . And may we start with ourselves. “Our deepest fear is not that we are inadequate. Our deepest fear is that we are powerful beyond measure. It is our light, not our darkness that most frightens us. We ask ourselves, 'Who am I to be brilliant, gorgeous, talented, fabulous?' Actually, who are you not to be? You are a child of God. Your playing small does not serve the world. There is nothing enlightened about shrinking so that other people won't feel insecure around you. We are all meant to shine, as children do. We were born to make manifest the glory of God that is within us. It's not just in some of us; it's in everyone. And as we let our own light shine, we unconsciously give other people permission to do the same. As we are liberated from our own fear, our presence automatically liberates others.” Marianne Williamson",4/30/2018,1
16,Cory Booker,corybooker,politician,"In the words of the great James Baldwin: ""I love America more than any other country in this world, and, exactly for this reason, I insist on the right to criticize her perpetually""⠀
⠀
Today I mark Baldwin’s birthday and celebrate his life.",8/2/2018,1
17,Cory Booker,corybooker,politician,"So great to campaign with Mikie Sherrill @mikiesherrill today. She is an incredible candidate - former assistant US Attourney, former navy helicopter pilot, mother of four.
Her face is one of those critical ones we need to flip if we are to win back the House of Representatives and provide a check and balance to Donald Trump.",9/22/2018,1
18,Cory Booker,corybooker,politician,"We face defeat⠀
But we are not defeated. ⠀
⠀
Knocked down⠀
But not knocked out. ⠀
⠀
A loss ⠀
But all is not lost. ⠀
⠀
Hope is the active conviction that despair will never, ever, have the last word. ⠀
⠀
This is not how the story ends.⠀
⠀
#Midterms",10/5/2018,1
19,Cory Booker,corybooker,politician,"I love Heidi Heitkamp, one of the toughest, most courageous and most independent, senators in our nation.
And I have no better friend in The Senate.
Honored to be in North Dakota campaigning with her.",11/2/2018,1
20,Cory Booker,corybooker,politician,"Thank you @cleowade for reminding us that:

the destiny of this country is not determined by our thoughts and prayers, but our actions and deeds.
Vote

Because “Faith without works is dead.” Vote
Because The arc of the universe is long and WE must bend it toward justice.
Vote
Because The opposite of justice is not injustice, it is inaction, indifference and apathy.
Vote
Because “if there is no struggle there is no progress.” Vote

Because there can be no harvest of blessings without tilling the soil, planting the seeds and doing the work.

Vote",11/4/2018,1
1,George Bush,georgewbush,politician,"Taping an interview about ""41: A Portrait of my Father"" with Bob Schieffer, airing tomorrow on CBS Sunday Morning (with a special appearance by @laurawbush) and Face the Nation. Order ""41"" at georgewbush.com.
",11/8/2014,0
2,George Bush,georgewbush,politician,"With Greta Van Susteren today in my old den at the George W. Bush Childhood Home in Midland, Texas. Tune into On The Record tonight at 7pm Eastern on FOX News. (This old house is a major setting in #41, my biography about Dad. As I wrote in the book, I've always wondered why they don't call it The George H.W. Bush Home Where George W. Happened To Live As A Child."")",11/17/2014,0
3,George Bush,georgewbush,politician,"Special to be back at Moody Air Force base for the first time since pilot training in 1969. Thanks for coming by the Exchange to get your copies of ""41"" signed.",12/4/2014,0
4,George Bush,georgewbush,politician,"Today @jebbush launched The Right to Rise, a leadership PAC dedicated to making America a place of unlimited opportunity. @laurawbush and I are proud to support my brother and contribute.",1/6/2015,0
5,George Bush,georgewbush,politician,"#tbt to 20 (!) years ago this week. ""The history of our special land tells us this: that what Texans can dream, Texans can do. To be your Governor is an unimaginable honor. Thank you for your confidence in me, and God bless Texas."" Photo from ""41: A Portrait of my Father"" taken by Rodger Mallison for the Fort Worth Star-Telegram.",1/15/2015,0
6,George Bush,georgewbush,politician,"In Selma, Alabama, commemorating the 50th anniversary of Bloody Sunday - a seminal date in the history of human rights and dignity. Honored to be here with the President and Mrs. Obama, @laurawbush, and many of the original Selma foot soldiers who marched 50 years ago, including Congressman John Lewis. #MarchOn",3/7/2015,0
7,George Bush,georgewbush,politician,"Ronald Reagan, pictured here at Wrigley Field in 1988, was the first President to throw his first pitch from the pitcher’s mound. @thebushcenter's new exhibit, “Baseball: America’s Presidents, America’s Pastime,” explores the close relationship between our presidents and the game of baseball. Come visit - open now through October. (Photo Courtesy of the Ronald Reagan Presidential Library and Museum.) #tbt #PresidentsPastime",4/2/2015,0
8,George Bush,georgewbush,politician,Congrats to the Warriors on finishing this morning's 30-mile ride strong and together. Tomorrow's 20-miler will feel easy after this. #W100k @thebushcenter,5/1/2015,0
9,George Bush,georgewbush,politician,Great day for a mountain bike ride with some fine men who have served and are serving our country. America is the land of the free because it is the home of the brave. @laurawbush and I are grateful for our liberties and for those who defend them. Happy Independence Day.,7/4/2015,0
10,George Bush,georgewbush,politician,"In Gulfport, Mississippi, with @laurawbush thanking first responders who rushed IN to danger along the Gulf Coast after Hurricane Katrina to deliver food, water, supplies, and a lifeline.",8/28/2015,0
11,George Bush,georgewbush,politician,Michael (@monsterzdad) and Kelly each served multiple deployments and supported each other through tough transitions to civilian life. I’m unbelievably proud of these leaders and of all our veterans. For more from our conversation head over to @thebushcenter.,11/10/2017,1
12,George Bush,georgewbush,politician,"A great man, a humble servant, and a shepherd to millions has passed on. Billy Graham was a consequential leader. He had a powerful, captivating presence and a keen mind. He was full of kindness and grace. His love for Christ and his gentle soul helped open hearts to the Word, including mine. @laurawbush and I are thankful for the life of Billy Graham, and we send our heartfelt condolences to the Graham family.",2/21/2018,1
13,George Bush,georgewbush,politician,"My dear mother has passed on at age 92. Laura, Barbara, Jenna, and I are sad, but our souls are settled because we know hers was. Barbara Bush was a fabulous First Lady and a woman unlike any other who brought levity, love, and literacy to millions. To us, she was so much more. Mom kept us on our toes and kept us laughing until the end. I’m a lucky man that Barbara Bush was my mother. Our family will miss her dearly, and we thank you all for your prayers and good wishes.",4/17/2018,1
14,George Bush,georgewbush,politician,"Congratulations to our 2018 Warrior Open Pro-Am champions: @rickiefowler, Command Sergeant Major William Paul, and Corporal Andrew Gitto! A truly wonderful day celebrating our nation’s veterans. ⛳️🏆 #warrioropen #knowourvets",5/21/2018,1
15,George Bush,georgewbush,politician,"@LauraWBush and I are deeply saddened by the loss of an intellectual giant and dear friend, Charles Krauthammer. For decades, Charles’ words have strengthened our democracy. His work was far-reaching and influential - and while his voice will be deeply missed, his ideas and values will always be a part of our country. We send our thoughts and prayers to Robby, Daniel, and the entire Krauthammer family.",6/21/2018,1
16,George Bush,georgewbush,politician,"Thankful to my pals for serving our country, overcoming their wounds of war, and coming to the ranch to help me ring in 72 on the right foot.",7/6/2018,1
17,George Bush,georgewbush,politician,"Some lives are so vivid, it is difficult to imagine them ended. Some voices are so vibrant, it is hard to think of them stilled. John McCain was a man of deep conviction and a patriot of the highest order. He was a public servant in the finest traditions of our country. And to me, he was a friend whom I'll deeply miss. Laura and I send our heartfelt sympathies to Cindy and the entire McCain family, and our thanks to God for the life of John McCain.",8/25/2018,1
18,George Bush,georgewbush,politician,“This is a day I will certainly never forget. This morning we pause to say a prayer for the lives lost.”,9/11/2018,1
19,George Bush,georgewbush,politician,"Barbara is named for a unique and strong woman — and rightly so, because she is unique and strong. @laurawbush and I are so proud of our compassionate, daring, fierce, kind, intelligent, loving daughter. And we’re thrilled to welcome Craig Coyne to our family",10/8/2018,1
20,George Bush,georgewbush,politician,"Awesome #VeteransDay in Philly with @laurawbush and @thebushcenter honoring the skill, the courage, and the sheer decency of those who served us in the United States military. Thanks @constitutionctr, @travismanionfoundation, @philadelphiaeagles, and @dallascowboys for helping us pay tribute to America’s veterans.",11/11/2018,1
1,Nancy Pelosi,speakerpelosi,politician,"It's been more than 500 days since the Senate passed bipartisan comprehensive #ImmigrationReform. If Speaker Boehner and House Republicans refuse to bring this bill to the floor for a vote, the President must take #ImmigrationAction - and there is precedent for him to do so. #CIR #TimeIsNow #Ready4Relief",11/20/2014,0
2,Nancy Pelosi,speakerpelosi,politician,"The Nation mourns as @thecolbertreport's grand finale airs this evening -- a loss for ""truthiness"" advocates across America! I'm proud to dedicate this #ThrowbackThursday in your honor, @stephencolbert: goo.gl/D0akns (VIDEO) #TBT",12/18/2014,0
3,Nancy Pelosi,speakerpelosi,politician,Was honored to meet @thebandperry (and their parents too!) at the Grammys on the Hill reception. Thank you to the Recording Academy and the Recording Arts and Sciences Congressional Caucus for hosting today's event! #latergram,1/13/2015,0
4,Nancy Pelosi,speakerpelosi,politician,"Visitng Zamni Beni, which was founded after the devastating 2010 earthquake that left so many children in Port-au-Prince vulnerable and homeless.",2/21/2015,0
5,Nancy Pelosi,speakerpelosi,politician,"Paying my tributes to a great heroine of the civil rights movement at the #RosaParks Museum in Montgomery, Alabama.",3/8/2015,0
6,Nancy Pelosi,speakerpelosi,politician,Too many women are sexually assaulted while in college. I was privileged to join Governor Cuomo earlier today to discuss the need to address this epidemic. #EnoughIsEnough,5/11/2015,0
7,Nancy Pelosi,speakerpelosi,politician,Education for girls can change the world. #Malala Yousafzai is courage personified and she is an inspiration to us all!,6/23/2015,0
8,Nancy Pelosi,speakerpelosi,politician,"As co-chair of the Hidden Heroes Caregivers Caucus, I'm so thrilled to join the Paralyzed Veterans of America to honor Senator Bob Dole and to celebrate the 25th anniversary of the Americans with Disabilities Act -- legislation that has changed the lives of so many in this country. ‪#‎ADA25‬",7/28/2015,0
9,Nancy Pelosi,speakerpelosi,politician,"On the Maidan honoring the Heavenly Hundred, who were killed standing up for the rights and freedom of Ukraine's people.",8/5/2015,0
10,Nancy Pelosi,speakerpelosi,politician,Shutting down the government in order to shut down Planned Parenthood undermines the respect women deserve and undermines the respect our economy deserves. #StandWithPP,9/29/2015,0
11,Nancy Pelosi,speakerpelosi,politician,"George Washington University School of Medicine & Health Sciences student Max Ruben is here today calling on Congress to stand with students & stop #GOPTaxScam. Thanks Max!
",11/7/2017,1
12,Nancy Pelosi,speakerpelosi,politician,Heartbroken to hear of the passing of San Francisco Mayor Ed Lee. He was a true champion for the people & a dear friend to the many lucky enough to know him. My deepest love & prayers are with his wife Anita & daughters Brianna & Tania.,12/12/2017,1
13,Nancy Pelosi,speakerpelosi,politician,Incredibly thankful to all of our speakers for taking time today to discuss the local impact of the #GOPTaxScam with our SF community.,1/13/2018,1
14,Nancy Pelosi,speakerpelosi,politician,Speaker Ryan and Republicans in Congress must listen to the voices of Americans who want action to #EndGunViolence. #NeverAgain,2/20/2018,1
15,Nancy Pelosi,speakerpelosi,politician,"The progress forged by generations of American women stands as testament to their indomitable spirit, affirming this vital truth: that when #WomenSucceed, America succeeds. #WomensHistoryMonth
",3/1/2018,1
16,Nancy Pelosi,speakerpelosi,politician,"Thrilled to join Aaron Lehman on his father’s farm in Slater, Iowa, & incredibly thankful to each & every person who took the time from planting season to come share their experiences & insight today. Together we can ensure the #FarmBill supports the farm economy, instead of acting as an ideological tool.
",5/7/2018,1
17,Nancy Pelosi,speakerpelosi,politician,"The #GOPTaxScam for the rich has handed soaring profits to wealthy corporations from Big Phama to Wall Street, but hard-working Americans have seen their real wages stagnate.
",8/29/2018,1
18,Nancy Pelosi,speakerpelosi,politician,"Earlier this year, I had the privilege of speaking with First Lieutenant Joseph Rocha to discuss the repeal of the discriminatory “Don’t Ask, Don’t Tell” policy, which the Congress voted to repeal during my time as Speaker and finally ended seven years ago today. On that day, America took an important step towards recognizing its highest ideals of equality. Yet it’s impossible to recognize this anniversary without acknowledging Trump’s hateful ban on transgender Americans serving in the military of the nation they love. This vile policy belongs in the ash heap of history, along with #DADT.",9/20/2018,1
19,Nancy Pelosi,speakerpelosi,politician,"Thank you, Willie, for all you did for baseball & our Bay Area community. Paul & I are praying for Estela & your entire family. You will be missed by the legions of players, fans & admirers you inspired on & off the field. #Forever44",10/31/2018,1
20,Nancy Pelosi,speakerpelosi,politician,"Even a cursory glance at the @housegop majority shows they have no qualms about using the powers of the House for political purposes. Democrats, on the other hand, will ensure the House is committed to the strategic truth-seeking Americans expect. @facethenation
",11/12/2018,1
1,Mitch McConnell,leadermcconnell,politician,Taking the stage @AIPAC to discuss the importance of a strong relationship with Israel.,3/3/2015,0
2,Mitch McConnell,leadermcconnell,politician,Senate Republicans call for the passage of the bipartisan Justice For Victims of Trafficking Act #EndTrafficking,3/10/2015,0
3,Mitch McConnell,leadermcconnell,politician,"Today marks the 150th anniversary of the day Abraham Lincoln, America's 16th President, was assassinated. This portrait of President Lincoln and his son Tad hangs in my Capitol office as a reminder of his strength, resolve, and commitment to liberty and freedom for all. #lincoln150",4/14/2015,0
4,Mitch McConnell,leadermcconnell,politician,Today we welcomed Shinzo Abe to the Capitol as the first Japanese Prime Minister to give a speech to a Joint Meeting of Congress.,4/29/2015,0
5,Mitch McConnell,leadermcconnell,politician,TPA is essential for growing our American economy.,5/18/2015,0
6,Mitch McConnell,leadermcconnell,politician,"Commemorating those who served in Vietnam: To the thousands of Americans who fell in service to their country, our country honors you, our country thanks you, our country will not forget you.",7/8/2015,0
7,Mitch McConnell,leadermcconnell,politician,"The horrendous videos of #plannedparenthood call for Congressional action. Thank you to @senjoniernst, @senatorlankford, and Senator Paul for leading the effort to address this issue.",7/29/2015,0
8,Mitch McConnell,leadermcconnell,politician,The Senate has accomplished quite a lot in its first 6 months. #backtowork,8/6/2015,0
9,Mitch McConnell,leadermcconnell,politician,"This afternoon Brian Welch visited my office. His father, Chief Warrant Officer Kenneth Welch of the US Army, was killed by Iranian-backed terrorists.",9/8/2015,0
10,Mitch McConnell,leadermcconnell,politician,This critical defense bill is now its way to the @whitehouse.,10/20/2015,0
11,Mitch McConnell,leadermcconnell,politician,Tax reform is critical for middle class Americans and economic growth.,11/14/2017,1
12,Mitch McConnell,leadermcconnell,politician,"Today, Bob Dole was awarded the Congressional Gold Medal, the highest honor Congress can give. From one Senate Majority Leader to another, thank you for all that you have given to our great nation.",1/17/2018,1
13,Mitch McConnell,leadermcconnell,politician,"I want to thank Leader Schumer for joining me this afternoon, and for the productive discussions that generated a bipartisan & bicameral deal to fund our military and Veterans, combat the opioid crisis, provide for disaster relief, and invest in our nation's infrastructure.",2/7/2018,1
14,Mitch McConnell,leadermcconnell,politician,"Happy 209th birthday to our 16th President and Kentucky native, Abraham Lincoln.
",2/12/2018,1
